date,open,high,close,low,volume
2005-02-04,3.17,3.34,3.17,3.26,7113639
2005-02-07,3.26,3.33,3.2,3.33,1208574
2005-02-08,3.33,3.33,3.27,3.32,799326
2005-02-09,3.32,3.35,3.3,3.34,869491
2005-02-10,3.35,3.37,3.33,3.35,391437
2005-02-11,3.34,3.38,3.32,3.34,447324
2005-02-14,3.3,3.35,3.3,3.31,95195
2005-02-15,3.3,3.32,3.3,3.32,58698
2005-02-16,3.31,3.31,3.21,3.29,513250
2005-02-17,3.24,3.3,3.19,3.3,362207
2005-02-18,3.25,3.27,3.21,3.27,43073
2005-02-21,3.28,3.28,3.15,3.2,146400
2005-02-22,3.2,3.23,3.18,3.23,164239
2005-02-23,3.22,3.23,3.2,3.21,123755
2005-02-24,3.2,3.25,3.19,3.25,152760
2005-02-25,3.25,3.32,3.25,3.3,483419
2005-02-28,3.3,3.3,3.23,3.26,55339
2005-03-01,3.26,3.26,3.18,3.24,26189
2005-03-02,3.24,3.25,3.18,3.25,38869
2005-03-03,3.25,3.28,3.22,3.24,33876
2005-03-04,3.23,3.24,3.21,3.24,94775
2005-03-07,3.24,3.25,3.24,3.25,21988
2005-03-08,3.25,3.25,3.25,3.25,16263
2005-03-09,3.25,3.27,3.22,3.25,46245
2005-03-10,3.25,3.27,3.25,3.25,220941
2005-03-11,3.25,3.25,3.2,3.25,49323
2005-03-14,3.25,3.25,3.21,3.21,95579
2005-03-15,3.21,3.24,3.2,3.23,30252
2005-03-16,3.23,3.23,3.21,3.21,71636
2005-03-17,3.06,3.2,3.06,3.2,70896
2005-03-18,3.17,3.23,3.12,3.22,133341
2005-03-21,3.22,3.22,3.18,3.19,70124
2005-03-22,3.16,3.18,3.14,3.16,471133
2005-03-23,3.16,3.16,3.11,3.11,12108
2005-03-24,3.06,3.24,3.06,3.18,74472
2005-03-29,3.22,3.22,3.18,3.19,7801
2005-03-30,3.19,3.22,3.19,3.22,425651
2005-03-31,3.22,3.29,3.22,3.28,250049
2005-04-01,3.28,3.28,3.25,3.25,51700
2005-04-04,3.26,3.28,3.23,3.28,252451
2005-04-05,3.28,3.29,3.28,3.29,56417
2005-04-06,3.27,3.55,3.27,3.45,435526
2005-04-07,3.45,3.5,3.42,3.45,68393
2005-04-11,3.45,3.6,3.4,3.52,831118
2005-04-12,3.48,3.52,3.48,3.5,179913
2005-04-13,3.5,3.5,3.47,3.47,126528
2005-04-14,3.46,3.5,3.46,3.5,1371235
2005-04-15,3.49,3.5,3.47,3.5,32560
2005-04-18,3.42,3.47,3.36,3.43,54291
2005-04-19,3.49,3.51,3.42,3.51,49254
2005-04-20,3.52,3.52,3.47,3.5,287477
2005-04-21,3.46,3.75,3.46,3.68,379852
2005-04-22,3.72,3.75,3.65,3.65,122586
2005-04-25,3.64,3.64,3.55,3.56,14522
2005-04-26,3.57,3.57,3.53,3.55,83578
2005-04-27,3.5,3.54,3.5,3.5,120966
2005-04-28,3.5,3.54,3.5,3.53,115328
2005-04-29,3.58,3.58,3.55,3.55,20900
2005-05-02,3.56,3.6,3.56,3.58,9708
2005-05-04,3.57,3.58,3.55,3.58,66003
2005-05-05,3.57,3.6,3.49,3.5,237510
2005-05-06,3.5,3.5,3.48,3.49,109285
2005-05-09,3.51,3.63,3.46,3.54,104225
2005-05-10,3.49,3.54,3.49,3.54,8379
2005-05-11,3.51,3.65,3.51,3.55,273920
2005-05-12,3.6,3.6,3.51,3.56,96719
2005-05-13,3.51,3.56,3.48,3.5,162355
2005-05-16,3.49,3.53,3.49,3.5,1288807
2005-05-17,3.52,3.54,3.32,3.49,163205
2005-05-18,3.43,3.48,3.43,3.44,155020
2005-05-19,3.4,3.51,3.4,3.41,6989
2005-05-20,3.45,3.45,3.36,3.4,9607
2005-05-23,3.43,3.44,3.41,3.43,6667
2005-05-24,3.42,3.43,3.42,3.43,49368
2005-05-27,3.43,3.49,3.43,3.49,1977
2005-05-30,3.54,3.6,3.54,3.6,259591
2005-05-31,3.6,3.64,3.6,3.61,878589
2005-06-01,3.65,3.7,3.65,3.7,62561
2005-06-02,3.67,3.67,3.66,3.67,4572
2005-06-03,3.67,3.67,3.63,3.63,923788
2005-06-06,3.63,3.7,3.63,3.69,97555
2005-06-07,3.7,3.7,3.64,3.68,114105
2005-06-08,3.75,3.75,3.68,3.7,831
2005-06-09,3.7,3.7,3.7,3.7,100
2005-06-10,3.65,3.66,3.61,3.66,507200
2005-06-13,3.66,3.66,3.65,3.65,101170
2005-06-14,3.61,3.62,3.61,3.61,11486
2005-06-15,3.61,3.61,3.61,3.61,1419
2005-06-16,3.64,3.64,3.62,3.64,450253
2005-06-17,3.62,3.65,3.61,3.61,13797
2005-06-20,3.62,3.62,3.62,3.62,4086
2005-06-21,3.62,3.64,3.62,3.63,11675
2005-06-22,3.64,3.64,3.61,3.61,109628
2005-06-23,3.61,3.61,3.61,3.61,3323
2005-06-24,3.61,3.61,3.61,3.61,3300
2005-06-27,3.55,3.6,3.55,3.6,6114
2005-06-28,3.6,3.63,3.6,3.62,493064
2005-06-29,3.63,3.68,3.63,3.68,6816
2005-06-30,3.7,3.7,3.64,3.7,13861
2005-07-01,3.7,3.7,3.62,3.62,13515
2005-07-04,3.6,3.66,3.6,3.66,270358
2005-07-05,3.67,3.69,3.67,3.67,24387
2005-07-06,3.61,3.64,3.61,3.62,8774
2005-07-07,3.65,3.65,3.58,3.6,11093
2005-07-08,3.65,3.66,3.58,3.64,264194
2005-07-11,3.64,3.64,3.64,3.64,24290
2005-07-12,3.65,3.7,3.64,3.7,365056
2005-07-13,3.69,3.69,3.66,3.67,6745
2005-07-14,3.69,3.7,3.64,3.64,7355
2005-07-15,3.68,3.7,3.61,3.61,9442
2005-07-18,3.6,3.61,3.6,3.6,18240
2005-07-19,3.6,3.6,3.55,3.57,141482
2005-07-20,3.66,3.66,3.6,3.6,100352
2005-07-21,3.6,3.65,3.54,3.65,270
2005-07-22,3.59,3.63,3.56,3.63,4386
2005-07-25,3.64,3.66,3.63,3.66,62807
2005-07-26,3.6,3.7,3.6,3.66,42032
2005-07-27,3.68,3.68,3.65,3.67,35980
2005-07-28,3.67,3.7,3.67,3.68,23961
2005-07-29,3.64,3.64,3.64,3.64,5234
2005-08-01,3.7,3.78,3.69,3.75,27659
2005-08-02,3.79,3.82,3.76,3.8,62654
2005-08-03,3.89,3.89,3.66,3.7,42138
2005-08-04,3.68,4.1,3.68,4.08,179275
2005-08-05,4.08,4.08,3.88,4.0,34323
2005-08-08,3.99,4.3,3.98,4.03,42365
2005-08-09,4.05,4.08,4.0,4.08,253683
2005-08-10,4.22,4.39,4.17,4.29,215756
2005-08-11,4.29,4.31,4.2,4.2,796707
2005-08-12,4.25,4.3,4.2,4.2,108872
2005-08-16,4.2,4.2,4.16,4.2,103112
2005-08-17,4.25,4.25,4.2,4.21,106483
2005-08-18,4.2,4.2,4.19,4.2,68825
2005-08-19,4.2,4.23,4.17,4.2,51333
2005-08-22,4.17,4.22,4.17,4.2,296819
2005-08-23,4.2,4.3,4.2,4.25,16348
2005-08-24,4.22,4.22,4.2,4.21,26588
2005-08-25,4.21,4.25,4.2,4.25,4561
2005-08-26,4.23,4.23,4.22,4.22,9566
2005-08-29,4.22,4.23,4.21,4.21,10495
2005-08-30,4.21,4.25,4.2,4.21,25728
2005-08-31,4.21,4.28,4.21,4.28,5916
2005-09-01,4.27,4.27,4.23,4.24,5052
2005-09-02,4.24,4.7,4.24,4.55,1204414
2005-09-05,4.58,4.83,4.58,4.6,1287246
2005-09-06,4.61,4.69,4.55,4.65,22879
2005-09-07,4.65,4.65,4.6,4.65,1948
2005-09-08,4.6,4.61,4.6,4.61,712
2005-09-09,4.6,4.68,4.6,4.64,2573
2005-09-12,4.6,4.6,4.6,4.6,5879
2005-09-13,4.64,4.65,4.63,4.63,7093
2005-09-14,4.65,4.66,4.65,4.65,9266
2005-09-15,4.61,4.62,4.6,4.62,153708
2005-09-16,4.6,4.63,4.55,4.63,1025237
2005-09-19,4.65,4.9,4.65,4.82,1694537
2005-09-20,4.82,4.82,4.76,4.77,13750
2005-09-21,4.77,4.81,4.71,4.75,14290
2005-09-22,4.75,4.75,4.65,4.67,241823
2005-09-23,4.65,4.7,4.65,4.66,8156
2005-09-26,4.65,4.65,4.65,4.65,250000
2005-09-27,4.6,4.84,4.6,4.84,465651
2005-09-28,4.85,4.86,4.85,4.85,259839
2005-09-29,4.76,4.85,4.76,4.8,27650
2005-09-30,4.8,4.8,4.78,4.8,21599
2005-10-03,4.81,4.81,4.76,4.76,16196
2005-10-04,4.8,4.85,4.8,4.83,14384
2005-10-05,4.88,4.88,4.82,4.85,20730
2005-10-06,4.76,4.78,4.76,4.76,5090
2005-10-07,4.72,4.84,4.68,4.81,1442719
2005-10-10,4.84,4.9,4.84,4.9,21861
2005-10-11,4.9,5.3,4.9,5.2,136024
2005-10-12,5.7,5.7,5.3,5.55,1212541
2005-10-13,5.6,5.6,5.1,5.3,109827
2005-10-14,5.1,5.3,5.0,5.25,21563
2005-10-17,5.4,5.4,5.05,5.05,23116
2005-10-18,5.15,5.25,5.1,5.25,793701
2005-10-19,5.2,5.2,5.0,5.1,432806
2005-10-20,5.1,5.2,4.92,5.0,221775
2005-10-21,5.0,5.0,4.81,4.85,23571
2005-10-24,4.85,4.95,4.7,4.7,14098
2005-10-25,4.8,5.2,4.72,5.15,72348
2005-10-26,5.05,5.05,4.9,5.0,15361
2005-10-27,4.9,5.05,4.9,5.05,60400
2005-10-28,4.95,4.96,4.9,4.96,1676
2005-10-31,5.05,5.3,4.96,5.2,262795
2005-11-02,5.2,5.2,5.05,5.1,8544
2005-11-03,5.15,5.15,5.0,5.15,35469
2005-11-04,5.1,5.15,5.05,5.15,150237
2005-11-07,5.2,5.2,5.1,5.15,11084
2005-11-08,5.1,5.1,5.0,5.05,15692
2005-11-09,5.0,5.05,5.0,5.05,6001
2005-11-10,4.98,5.0,4.98,5.0,165103
2005-11-14,5.0,5.15,5.0,5.1,22750
2005-11-15,5.1,5.1,5.0,5.05,63331
2005-11-16,5.05,5.15,5.05,5.1,535474
2005-11-17,5.15,5.25,5.15,5.15,56731
2005-11-18,5.15,5.2,5.0,5.0,62813
2005-11-21,5.0,5.05,5.0,5.05,6373
2005-11-22,5.0,5.0,4.95,4.96,707045
2005-11-23,4.95,4.96,4.85,4.95,8259
2005-11-24,4.95,4.95,4.81,4.81,23763
2005-11-25,4.86,4.93,4.84,4.85,18726
2005-11-28,4.89,4.89,4.86,4.86,2347
2005-11-29,4.86,4.86,4.75,4.75,134310
2005-11-30,4.75,4.8,4.74,4.74,73786
2005-12-01,4.76,4.76,4.63,4.69,9289
2005-12-02,4.7,4.7,4.65,4.7,13375
2005-12-05,4.7,4.7,4.57,4.62,27546
2005-12-06,4.65,4.65,4.53,4.55,17802
2005-12-07,4.51,4.6,4.5,4.53,11376
2005-12-08,4.52,4.7,4.46,4.69,451352
2005-12-09,4.65,4.93,4.59,4.61,1681550
2005-12-12,4.72,4.72,4.67,4.72,28251
2005-12-13,4.72,4.72,4.58,4.65,1057230
2005-12-14,4.65,4.65,4.55,4.57,6586
2005-12-15,4.57,4.66,4.55,4.66,21567
2005-12-16,4.69,4.82,4.69,4.8,188256
2005-12-19,5.1,5.3,4.98,5.05,232237
2005-12-20,5.05,5.15,5.05,5.1,35306
2005-12-21,5.15,5.2,5.05,5.15,36557
2005-12-22,5.1,5.2,5.05,5.15,39496
2005-12-23,5.15,5.15,5.05,5.15,17405
2005-12-27,5.1,5.1,4.96,5.05,50311
2005-12-28,4.95,5.1,4.93,5.0,19451
2005-12-29,5.0,5.1,4.98,5.1,11077
2005-12-30,5.1,5.1,5.1,5.1,66222
2006-01-02,5.1,5.4,5.1,5.35,92593
2006-01-03,5.3,5.55,5.3,5.5,87291
2006-01-04,5.5,5.8,5.5,5.7,132672
2006-01-05,5.7,5.85,5.65,5.85,79480
2006-01-06,5.85,6.05,5.85,6.05,178809
2006-01-09,6.1,6.4,6.05,6.4,310308
2006-01-10,6.4,6.5,6.3,6.3,54391
2006-01-11,6.25,6.6,6.2,6.55,399826
2006-01-12,6.6,6.65,6.35,6.6,184522
2006-01-13,6.5,6.5,6.35,6.5,39746
2006-01-16,6.5,6.5,6.35,6.35,259177
2006-01-17,6.3,6.35,6.2,6.35,23602
2006-01-18,6.2,6.4,6.15,6.4,66062
2006-01-19,6.4,6.55,6.25,6.4,110997
2006-01-20,6.45,6.65,6.45,6.65,24858
2006-01-23,7.0,7.0,6.75,6.95,64678
2006-01-24,6.95,6.95,6.85,6.85,19190
2006-01-25,6.9,6.9,6.8,6.9,5157
2006-01-26,6.9,7.0,6.9,6.9,15810
2006-01-27,6.7,6.9,6.5,6.65,353101
2006-01-30,6.8,6.8,6.45,6.6,27818
2006-01-31,6.5,6.5,6.15,6.15,14450
2006-02-01,6.0,6.5,6.0,6.2,16900
2006-02-02,6.2,6.2,6.0,6.15,28633
2006-02-03,6.15,6.15,5.8,6.0,191591
2006-02-06,6.0,6.05,5.95,6.05,21254
2006-02-07,6.05,6.05,6.0,6.05,187413
2006-02-08,6.0,6.35,6.0,6.35,11888
2006-02-09,6.4,6.55,6.3,6.55,9863
2006-02-10,6.55,6.55,6.3,6.45,17230
2006-02-13,6.45,6.45,6.35,6.45,15011
2006-02-14,6.45,6.45,6.35,6.4,3259
2006-02-15,6.55,6.65,6.5,6.6,120478
2006-02-16,6.75,6.85,6.65,6.7,37221
2006-02-17,6.85,6.85,6.7,6.8,17510
2006-02-20,6.9,7.15,6.7,7.1,35876
2006-02-21,7.25,7.35,7.15,7.2,53342
2006-02-22,7.2,7.3,6.9,7.1,72805
2006-02-23,6.8,7.15,6.65,7.0,402984
2006-02-24,6.9,7.35,6.9,7.25,22854
2006-02-27,7.3,7.35,7.0,7.15,260220
2006-02-28,7.1,7.25,6.9,7.1,246356
2006-03-01,7.0,7.15,6.9,6.9,287022
2006-03-02,6.95,6.95,6.65,6.65,29490
2006-03-03,6.7,6.85,6.6,6.8,1950215
2006-03-06,6.85,7.15,6.8,6.8,31271
2006-03-07,6.65,6.75,6.45,6.75,60770
2006-03-08,6.7,6.7,6.65,6.65,14430
2006-03-09,6.65,6.8,6.65,6.8,46699
2006-03-10,6.7,6.7,6.6,6.65,11386
2006-03-13,6.75,6.75,6.55,6.7,1816179
2006-03-14,6.6,6.65,6.6,6.65,33957
2006-03-15,6.6,6.65,6.6,6.6,2017207
2006-03-16,6.6,6.9,6.6,6.9,12183
2006-03-17,6.9,7.15,6.7,7.0,387215
2006-03-20,7.15,7.15,6.9,7.05,179691
2006-03-21,6.95,7.1,6.8,6.85,760124
2006-03-22,6.8,6.8,6.75,6.8,569554
2006-03-23,6.8,6.8,6.8,6.8,7870
2006-03-24,6.8,6.8,6.65,6.75,30308
2006-03-27,6.7,6.75,6.6,6.65,289769
2006-03-28,6.65,6.65,6.6,6.6,14383
2006-03-29,6.6,6.6,6.55,6.6,10368
2006-03-30,6.6,6.75,6.5,6.55,40288
2006-03-31,6.55,6.7,6.55,6.55,48116
