date,open,high,low,close,volume
2010-08-10,14.15,14.15,13.21,13.48,64674
2010-08-11,13.75,13.75,12.53,13.45,16735
2010-08-12,13.5,13.54,13.3,13.5,13678
2010-08-13,13.41,13.51,13.4,13.4,3801
2010-08-16,13.45,13.45,13.1,13.39,18993
2010-08-17,13.33,13.4,13.3,13.32,9250
2010-08-18,13.0,13.2,12.6,13.18,20333
2010-08-19,13.1,13.1,12.81,12.9,2175
2010-08-20,12.81,13.02,12.81,12.9,6755
2010-08-23,12.5,12.95,12.5,12.8,5635
2010-08-24,12.9,12.94,12.9,12.94,90
2010-08-25,12.9,12.9,12.9,12.9,373
2010-08-26,12.96,12.96,12.9,12.9,1390
2010-08-27,12.95,12.95,12.8,12.84,4538
2010-08-30,12.95,12.95,12.9,12.9,343
2010-08-31,12.96,12.96,12.9,12.9,450
2010-09-01,12.9,12.9,12.9,12.9,1120
2010-09-02,12.91,12.91,12.64,12.84,3794
2010-09-03,13.0,13.0,12.87,12.87,2655
2010-09-06,12.6,12.6,12.35,12.5,5971
2010-09-07,12.87,12.87,12.3,12.45,2356
2010-09-08,12.2,12.4,12.2,12.4,4526
2010-09-09,12.5,12.85,12.5,12.85,6227
2010-09-10,12.85,12.85,12.85,12.85,450
2010-09-13,12.8,12.8,12.41,12.78,745
2010-09-14,12.78,13.37,12.78,13.28,3573
2010-09-15,13.28,13.28,13.28,13.28,289
2010-09-16,13.05,13.29,13.0,13.29,1667
2010-09-17,13.22,13.29,13.22,13.25,2000
2010-09-20,13.3,13.3,13.01,13.29,602
2010-09-21,13.15,13.15,12.7,12.98,5079
2010-09-22,12.8,12.8,12.7,12.7,3839
2010-09-23,12.42,12.45,12.4,12.45,393
2010-09-24,12.37,13.38,12.37,12.8,4572
2010-09-27,12.99,13.1,12.7,12.85,7674
2010-09-28,12.85,12.9,12.75,12.88,1501
2010-09-29,13.0,13.0,12.97,12.97,620
2010-09-30,12.99,13.25,12.7,13.24,40376
2010-10-01,13.56,14.8,13.5,14.79,66556
2010-10-04,14.85,16.93,14.85,16.43,34909
2010-10-05,16.92,16.92,15.55,16.0,12053
2010-10-06,16.26,16.27,15.8,15.8,5717
2010-10-07,16.0,16.0,15.68,16.0,3300
2010-10-08,16.0,16.0,15.0,15.9,4176
2010-10-11,16.47,16.47,15.9,15.99,46853
2010-10-12,15.99,15.99,15.83,15.98,22062
2010-10-13,16.47,16.5,15.0,15.7,26760
2010-10-14,16.39,16.4,15.3,15.3,7001
2010-10-15,15.29,15.95,15.2,15.68,8275
2010-10-18,15.95,16.0,15.7,15.8,26864
2010-10-19,15.95,15.95,15.3,15.69,10883
2010-10-20,15.71,15.95,15.16,15.48,9962
