index,IV Q 2015,I Q 2016,II Q 2016,III Q 2016,IV Q 2014,I Q 2015,II Q 2015,III Q 2015,IV Q 2013,I Q 2014,II Q 2014,III Q 2014,IV Q 2012,I Q 2013,II Q 2013,III Q 2013,IV Q 2011,I Q 2012,II Q 2012,III Q 2012,IV Q 2010,I Q 2011,II Q 2011,III Q 2011,IV Q 2009,I Q 2010,II Q 2010,III Q 2010,IV Q 2008,I Q 2009,II Q 2009,III Q 2009,IV Q 2007,I Q 2008,II Q 2008,III Q 2008,IV Q 2006,I Q 2007,II Q 2007,III Q 2007,IV Q 2005,I Q 2006,II Q 2006,III Q 2006,IV Q 2004,I Q 2005,II Q 2005,III Q 2005,IV Q 2003,I Q 2004,II Q 2004,III Q 2004,IV Q 2002,I Q 2003,II Q 2003,III Q 2003,IV Q 2001,I Q 2002,II Q 2002,III Q 2002,IV Q 2000,I Q 2001,II Q 2001,III Q 2001,IV Q 1998,II Q 1999,IV Q 1999,II Q 2000, Q 0000,II Q 1998
Przychody netto ze sprzedaÅ¼y (tys. zl),183871,170241,182636,191511,171654,170956,175203,176389,151426,180102,178351,191906,128531,118439,132260,146475,123226,129833,134353,130559,108986,201309,143574,143526,124118,121484,140487,150373,121234,107705,112763,127295,152069,131917,133528,124336,133347,128465,130037,136853,125968,117217,131266,130126,134848,100873,122428,120482,134965,134201,140883,108071,118222,117862,126381,130860,154606,133041,119755,122111,0,160019,159239,166050,0,0,0,0,134848,0
Zysk (strata) z dzialal. oper. (tys. zl),4413,2263,6455,8402,2814,4247,4783,5034,3856,4159,3758,6172,4822,-1127,2493,4967,-5271,-2245,-4846,2415,2643,51912,667,13,6343,-6081,417,80,-5635,-4822,-2060,-505,-18531,9449,-1816,-11454,-552,-4929,-2114,-4804,-22282,-11371,-9623,-6785,-6996,-2802,2766,-10196,589,8248,13775,2523,411,1940,8021,5550,-7937,-3118,2856,16602,0,-2166,-2732,442,0,0,0,0,-6996,0
Zysk (strata) brutto (tys. zl),4579,2898,7409,9016,3097,5757,5221,5118,4407,4478,3396,6103,6600,418,3884,5180,-4257,-2264,-3614,3857,3121,52943,1694,2795,6412,-5582,1450,385,-3840,-1613,-1814,-1478,-18457,10090,187,-10930,-760,-3530,-1917,-4422,-22367,-10445,-8464,-7678,15870,751,3842,-9297,41,9991,13329,8919,753,3776,5605,8423,-7568,-3133,-6326,16281,0,-2128,-1596,650,0,0,0,0,15870,0
Zysk (strata) netto (tys. zl),4350,2312,5281,7897,7160,5480,5887,5058,3178,4104,3512,5688,-6013,-1588,3882,5584,-10568,-2992,-6909,2518,2839,52547,1788,3389,6719,-5509,1336,599,-1489,-1659,-1887,-1393,-20306,10183,181,-10674,1096,-3469,-3990,-2730,-21589,-10483,-7505,-3747,12147,-60,2257,-9416,-677,8049,10586,6710,1285,2214,3354,6785,-10959,-3192,-6544,13737,0,-2611,-175,866,0,0,0,0,12147,0
Amortyzacja (tys. zl),4797,4750,4628,4650,4791,4963,4911,4930,2566,4418,5342,4992,2269,1704,1503,1833,2636,2580,2518,2439,2442,2513,2456,2608,4286,4324,2409,2369,6711,6026,4490,4615,7191,7007,7003,6899,7868,7490,7600,7313,7521,7593,7617,7704,7261,5828,6689,7523,7195,5646,7193,7188,6347,6476,6291,6844,8479,7205,5708,6992,0,11675,11179,10477,0,0,0,0,1,0
EBITDA (tys. zl),9210,7013,11083,13052,7605,9210,9694,9964,6422,8577,9100,11164,7091,577,3996,6800,-2635,335,-2328,4854,5085,54425,3123,2621,10629,-1757,2826,2449,1076,1204,2430,4110,-11340,16456,5187,-4555,7316,2561,5486,2509,-14761,-3778,-2006,919,265,3026,9455,-2673,7784,13894,20968,9711,6758,8416,14312,12394,542,4087,8564,23594,0,9509,8447,10919,0,0,0,0,-6995,0
Aktywa (tys. zl),474879,476569,464693,478375,462397,477913,476932,480179,435503,447845,463415,472440,365900,358521,362742,377830,429389,398310,397088,0,402879,461477,432651,0,394306,390051,389928,0,416976,413091,408416,0,426389,486757,477236,0,443772,443452,439650,0,472719,443190,454676,0,503017,504005,527598,480345,346812,357486,348708,359787,337380,345038,361050,351567,347535,338570,327380,331690,406722,396289,386632,369321,469813,476483,469105,453093,507787,466039
Kapital wlasny (tys. zl),331738,334050,339502,347399,310739,316219,322106,327164,287044,291256,294875,300671,275809,274221,278103,283687,309178,286089,279181,0,295568,348115,316882,0,305051,299542,292078,0,324782,322738,299532,0,318074,386890,340509,0,350491,346301,342534,0,374135,350537,356139,0,418633,418541,403077,393428,243742,251432,265599,272724,234320,235712,237898,243940,225881,226829,217023,230470,258139,255489,254586,237608,246154,267601,263426,259305,418064,248285
Liczba akcji (tys. szt.),"30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","30520,870","33020,870","30520,870","30520,870","30520,870","33020,870","33020,870","33020,870","33020,870","33250,000","33250,000","33020,870","33020,870","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","33250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","21250,000","33250,000","21250,000"
Zysk na akcje (zl),"0,143","0,076","0,173","0,259","0,235","0,180","0,193","0,166","0,104","0,134","0,115","0,186","-0,197","-0,052","0,127","0,183","-0,320","-0,098","-0,226","0,083","0,086","1,591","0,054","0,103","0,202","-0,166","0,040","0,018","-0,045","-0,050","-0,057","-0,042","-0,611","0,306","0,005","-0,321","0,033","-0,104","-0,120","-0,082","-0,649","-0,315","-0,226","-0,113","0,365","-0,002","0,068","-0,283","-0,032","0,379","0,498","0,316","0,060","0,104","0,158","0,319","-0,516","-0,150","-0,308","0,646","0,000","-0,123","-0,008","0,041","0,000","0,000","0,000","0,000","0,365","0,000"
